ID	Form	Lemma	Rank	Postag	Pos	Person	Number	Tense	Mood	Voice	Gender	Case	Degree	IsMemberOfCoord	IsMemberOfApos	TextURN
urn:cite2:gagdt:tokens.v1:Soph_Aj_1129	ἄριστ'	ἄριστος	5	a-p---na-	adjective	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:160.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1130	ἂν	ἄν	6	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:160.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_1131	καὶ	καί	7	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:161.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1132	μέγας	μέγας	8	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:161.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1133	ὀρθοῖθ'	ὀρθόω	9	v3spoe---	verb	3rd	singular	present	optative	mediopassive	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:161.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1134	ὑπὸ	ὑπό	10	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:161.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1135	μικροτέρων	σμικρός	11	a-p---mgc	adjective	-	plural	-	-	-	masculine	genitive	comp	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:161.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1136	.	.	12	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:161.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_1137	ἀλλ'	ἀλλά	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:162.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1138	οὐ	οὐ	2	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:162.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1139	δυνατὸν	δυνατός	3	a-s---nn-	adjective	-	singular	-	-	-	neuter	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:162.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1140	τοὺς	ὁ	4	l-p---ma-	article	-	plural	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:162.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1141	ἀνοήτους	ἀνόητος	5	a-p---ma-	adjective	-	plural	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:162.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1142	τούτων	οὗτος	6	a-p---ng-	adjective	-	plural	-	-	-	neuter	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:163.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1143	γνώμας	γνώμη	7	n-p---fa-	noun	-	plural	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:163.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1144	προδιδάσκειν	προδιδάσκω	8	v--pna---	verb	-	-	present	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:163.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1145	.	.	9	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:163.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1146	ὑπὸ	ὑπό	1	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:164.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1147	τοιούτων	τοιοῦτος	2	a-p---mg-	adjective	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:164.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1148	ἀνδρῶν	ἀνήρ	3	n-p---mg-	noun	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:164.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1149	θορυβεῖ	θορυβέω	4	v2spie---	verb	2nd	singular	present	indicative	mediopassive	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:164.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1150	χἠμεῖς	ἐγώ	5	p-p---mn-	pron	-	plural	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:165.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1151	οὐδὲν	οὐδείς	6	a-s---na-	adjective	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:165.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1152	σθένομεν	σθένω	7	v1ppia---	verb	1st	plural	present	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:165.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1153	πρὸς	πρός	8	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:165.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1154	ταῦτ'	οὗτος	9	a-p---na-	adjective	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:165.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1155	ἀπαλέξασθαι	ἀπαλέξω	10	v--anm---	verb	-	-	aorist	infinitive	middle	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:166.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1156	σοῦ	σύ	11	p-s---mg-	pron	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:166.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1157	χωρίς	χωρίς	12	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:166.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1158	,	,	13	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:166.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1159	ἄναξ	ἄναξ	14	n-s---mv-	noun	-	singular	-	-	-	masculine	vocative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:166.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1160	.	.	15	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:166.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_1161	ἀλλ'	ἀλλά	1	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:167.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1162	ὅτε	ὅτε	2	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:167.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1163	γὰρ	γάρ	3	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:167.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1164	δὴ	δή	4	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:167.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1165	τὸ	ὁ	5	l-s---na-	article	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:167.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1166	σὸν	σός	6	a-s---na-	adjective	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:167.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_1167	ὄμμ'	ὄμμα	7	n-s---na-	noun	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:167.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_1168	ἀπέδραν	ἀποδιδράσκω	8	v3paia---	verb	3rd	plural	aorist	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:167.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_1169	,	,	9	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:167.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_1170	παταγοῦσιν	παταγέω	10	v3ppia---	verb	3rd	plural	present	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:168.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1171	ἅπερ	ὅς	11	p-p---na-	pron	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:168.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1172	πτηνῶν	πτηνός	12	a-p---fg-	adjective	-	plural	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:168.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1173	ἀγέλαι	ἀγέλη	13	n-p---fn-	noun	-	plural	-	-	-	feminine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:168.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1174	·	·	14	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:168.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1175	μέγαν	μέγας	1	a-s---ma-	adjective	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:169.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1176	αἰγυπιὸν	αἰγυπιός	2	n-s---ma-	noun	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:169.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1177	δ'	δέ	3	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:169.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1178	ὑποδείσαντες	ὑποδείδω	4	v-papamn-	verb	-	plural	aorist	participle	active	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:169.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1179	τάχ'	τάχα	5	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:170.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1180	ἂν	ἄν	6	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:170.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1181	ἐξαίφνης	ἐξαίφνης	7	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:170.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1182	,	,	8	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:170.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1183	εἰ	εἰ	9	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:170.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1184	σὺ	σύ	10	p-s---mn-	pron	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:170.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_1185	φανείης	φαίνω	11	v2saop---	verb	2nd	singular	aorist	optative	passive	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:170.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_1186	,	,	12	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:170.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_1187	σιγῇ	σιγή	13	n-s---fd-	noun	-	singular	-	-	-	feminine	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:171.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1188	πτήξειαν	πτήσσω	14	v3paoa---	verb	3rd	plural	aorist	optative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:171.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1189	ἄφωνοι	ἄφωνος	15	a-p---mn-	adjective	-	plural	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:171.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1190	.	.	16	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:171.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1191	ἦ	ἦ	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:172.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1192	ῥά	ἄρα	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:172.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1193	σε	σύ	3	p-s---ma-	pron	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:172.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1194	Ταυροπόλα	ταυροπόλος	4	n-s---fn-	noun	-	singular	-	-	-	feminine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:172.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1195	Διὸς	ζεύς	5	n-s---mg-	noun	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:172.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1196	Ἄρτεμις	῎ἄρτεμις	6	n-s---fn-	noun	-	singular	-	-	-	feminine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:172.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_1197	-	-	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:172.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_1198	ὦ	ὦ	8	i--------	irregular	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:173.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1199	μεγάλα	μέγας	9	a-s---fv-	adjective	-	singular	-	-	-	feminine	vocative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:173.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1200	φάτις	φάτις	10	n-s---fv-	noun	-	singular	-	-	-	feminine	vocative	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:173.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1201	,	,	11	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:173.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1202	ὦ	ὦ	12	i--------	irregular	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:173.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1203	μᾶτερ	μήτηρ	13	n-s---fv-	noun	-	singular	-	-	-	feminine	vocative	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:174.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1204	αἰσχύνας	αἰσχύνη	14	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:174.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1205	ἐμᾶς	ἐμός	15	a-s---fg-	adjective	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:174.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1206	-	-	16	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:174.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1207	ὥρμασε	ὁρμάω	17	v3saia---	verb	3rd	singular	aorist	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:175.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1208	πανδάμους	πάνδημος	18	a-p---fa-	adjective	-	plural	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:175.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1209	ἐπὶ	ἐπί	19	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:175.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1210	βοῦς	βοῦς	20	n-p---fa-	noun	-	plural	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:175.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1211	ἀγελαίας	ἀγελαῖος	21	a-p---fa-	adjective	-	plural	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:175.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1212	,	,	22	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:175.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_1213	ἦ	ἤ	23	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:176.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1214	πού	πού	24	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:176.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1215	τινος	τις	25	p-s---fg-	pron	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:176.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1216	νίκας	νίκη	26	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:176.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1217	ἀκάρπωτον	ἀκάρπωτος	27	a-s---fa-	adjective	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:176.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1218	χάριν	χάρις	28	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:176.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_1219	,	,	29	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:176.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_1220	ἤ	ἤ	30	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:177.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1221	ῥα	ἄρα	31	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:177.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1222	κλυτῶν	κλυτός	32	a-p---ng-	adjective	-	plural	-	-	-	neuter	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:177.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1223	ἐνάρων	ἔναρα	33	n-p---ng-	noun	-	plural	-	-	-	neuter	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:177.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1224	ψευσθεῖσ'	ψεύδω	34	v-sappfn-	verb	-	singular	aorist	participle	passive	feminine	nominative	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:178.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1225	,	,	35	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:178.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1226	ἀδώροις	ἄδωρος	36	a-p---nd-	adjective	-	plural	-	-	-	neuter	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:178.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1227	,	,	37	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:178.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1228	εἴτ'	εἴτε	38	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:178.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1229	ἐλαφαβολίας	ἐλαφηβολία	39	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:178.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_1230	;	;	40	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:178.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_1231	ἢ	ἤ	1	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:179.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1232	χαλκοθώραξ	χαλκοθώραξ	2	n-s---mn-	noun	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:179.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1233	μή	μή	3	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:179.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1234	τιν'	τις	4	p-s---fa-	pron	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:179.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1235	Ἐνυάλιος	Ἐνυάλιος	5	n-s---mn-	noun	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:179.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1236	μομφὰν	μομφή	6	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:180.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1237	ἔχων	ἔχω	7	v-sppamn-	verb	-	singular	present	participle	active	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:180.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1238	ξυνοῦ	ξυνός	8	a-s---ng-	adjective	-	singular	-	-	-	neuter	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:180.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1239	δορὸς	δόρυ	9	n-s---ng-	noun	-	singular	-	-	-	neuter	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:180.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1240	ἐννυχίοις	ἐννύχιος	10	a-p---fd-	adjective	-	plural	-	-	-	feminine	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:180.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_1241	μαχαναῖς	μηχανή	11	n-p---fd-	noun	-	plural	-	-	-	feminine	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:181.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1242	ἐτίσατο	τίνω	12	v3saim---	verb	3rd	singular	aorist	indicative	middle	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:181.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1243	λώβαν	λώβη	13	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:181.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1244	;	;	14	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:181.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_1245	οὔ	οὐ	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:182.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_1246	ποτε	ποτέ	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:182.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_1247	γὰρ	γάρ	3	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:182.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_1248	φρενόθεν	φρενόθεν	4	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:182.4
