ID	Form	Lemma	Rank	Postag	Pos	Person	Number	Tense	Mood	Voice	Gender	Case	Degree	IsMemberOfCoord	IsMemberOfApos	TextURN
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2780	γὰρ	γάρ	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:534.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2781	ἁρπαγῆς	ἁρπαγεύς	3	n-p---mn-	noun	-	plural	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:534.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2782	τε	τε	4	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:534.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2783	καὶ	καί	5	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:534.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2784	κλοπῆς	κλοπεύς	6	n-p---mn-	noun	-	plural	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:534.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2785	δίκην	δίκη	7	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:534.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2786	τοῦ	ὁ	8	l-s---ng-	article	-	singular	-	-	-	neuter	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:535.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2787	ῥυσίου	ῥύσιον	9	n-s---ng-	noun	-	singular	-	-	-	neuter	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:535.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2788	θ'	τε	10	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:535.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2789	ἥμαρτε	ἁμαρτάνω	11	v3saia---	verb	3rd	singular	aorist	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:535.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2790	καὶ	καί	12	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:535.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2791	πανώλεθρον	πανώλεθρος	13	a-s---ma-	adjective	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:535.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2792	αὐτόχθονον	αὐτόχθονος	14	a-s---ma-	adjective	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:536.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2793	πατρῷον	πατρῷος	15	a-s---ma-	adjective	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:536.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2794	ἔθρισεν	θρίζω	16	v3saia---	verb	3rd	singular	aorist	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:536.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2795	δόμον	δόμος	17	n-s---ma-	noun	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:536.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2796	.	.	18	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:536.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2797	διπλᾶ	διπλόος	1	a-p---na-	adjective	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:537.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2798	δ'	δέ	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:537.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2799	ἔτεισαν	τίνω	3	v3paia---	verb	3rd	plural	aorist	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:537.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2800	Πριαμίδαι	Πριαμίδης	4	n-p---mn-	noun	-	plural	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:537.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2801	θἀμάρτια	ἁμάρτιον	5	n-p---na-	noun	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:537.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2802	.	.	6	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:537.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2803	κῆρυξ	κῆρυξ	1	n-s---mv-	noun	-	singular	-	-	-	masculine	vocative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:538.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2804	Ἀχαιῶν	̓ἀχαιός	2	a-p---mg-	adjective	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:538.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2805	χαῖρε	χαίρω	3	v2spma---	verb	2nd	singular	present	imperative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:538.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2806	τῶν	ὁ	4	l-p---mg-	article	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:538.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2807	ἀπὸ	ἀπό	5	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:538.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2808	στρατοῦ	στρατός	6	n-s---mg-	noun	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:538.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2809	.	.	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:538.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2810	χαίρω	χαίρω	1	v1spia---	verb	1st	singular	present	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2811	γε	γε	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2812	·	·	3	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2813	τεθνάναι	θνήσκω	1	v--rna---	verb	-	-	perfect	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2814	δ'	δέ	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2815	οὐκέτ'	οὐκέτι	3	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2816	ἀντερῶ	ἀντερῶ	4	v1sfia---	verb	1st	singular	future	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2817	θεοῖς	θεός	5	n-p---md-	noun	-	plural	-	-	-	masculine	dative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.8
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2818	.	.	6	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.9
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2819	ἔρως	ἔρως	1	n-s---mn-	noun	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:540.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2820	πατρῴας	πατρῷος	2	a-p---fa-	adjective	-	plural	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:540.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2821	τῆσδε	ὅδε	3	p-s---fg-	pron	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:540.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2822	γῆς	γῆ	4	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:540.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2823	σ'	σύ	5	p-s---ma-	pron	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:540.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2824	ἐγύμνασεν	γυμνάζω	6	v3saia---	verb	3rd	singular	aorist	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:540.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2825	;	;	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:540.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2826	ὥστ'	ὥστε	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:541.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2827	ἐνδακρύειν	ἐνδακρύω	2	v--pna---	verb	-	-	present	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:541.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2828	γ'	γε	3	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:541.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2829	ὄμμασιν	ὄμμα	4	n-p---nd-	noun	-	plural	-	-	-	neuter	dative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:541.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2830	χαρᾶς	χαρά	5	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:541.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2831	ὕπο	ὑπό	6	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:541.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2832	.	.	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:541.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2833	τερπνῆς	τερπνός	1	a-s---fg-	adjective	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:542.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2834	ἄρ'	ἄρα	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:542.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2835	ἦτε	εἰμί	3	v2piia---	verb	2nd	plural	imperfect	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:542.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2836	τῆσδ'	ὅδε	4	p-s---fg-	pron	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:542.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2837	ἐπήβολοι	ἐπήβολος	5	a-p---mn-	adjective	-	plural	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:542.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2838	νόσου	νόσος	6	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:542.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2839	.	.	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:542.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2840	πῶς	πῶς	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2841	δή	δή	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2842	;	;	3	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2843	διδαχθεὶς	διδάσκω	1	v-sappmn-	verb	-	singular	aorist	participle	passive	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2844	τοῦδε	ὅδε	2	p-s---mg-	pron	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2845	δεσπόσω	δεσπόζω	3	v1sfia---	verb	1st	singular	future	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2846	λόγου	λόγος	4	n-s---mg-	noun	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2847	.	.	5	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.8
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2848	τῶν	ὁ	1	l-p---mg-	article	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:544.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2849	ἀντερώντων	ἀντεράω	2	v-pppamg-	verb	-	plural	present	participle	active	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:544.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2850	ἱμέρῳ	ἵμερος	3	n-s---md-	noun	-	singular	-	-	-	masculine	dative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:544.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2851	πεπληγμένοι	πλήσσω	4	v-prpemn-	verb	-	plural	perfect	participle	mediopassive	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:544.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2852	.	.	5	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:544.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2853	ποθεῖν	ποθέω	1	v--pna---	verb	-	-	present	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:545.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2854	ποθοῦντα	ποθέω	2	v-sppama-	verb	-	singular	present	participle	active	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:545.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2855	τήνδε	ὅδε	3	p-s---fa-	pron	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:545.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2856	γῆν	γῆ	4	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:545.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2857	στρατὸν	στρατός	5	n-s---ma-	noun	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:545.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2858	λέγεις	λέγω	6	v2spia---	verb	2nd	singular	present	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:545.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2859	;	;	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:545.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2860	ὡς	ὡς	1	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:546.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2861	πόλλ'	πολύς	2	a-p---na-	adjective	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:546.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2862	ἀμαυρᾶς	ἀμαυρός	3	a-s---fg-	adjective	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:546.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2863	ἐκ	ἐκ	4	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:546.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2864	φρενός	φρήν	5	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:546.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2865	μ'	ἐγώ	6	p-s---ma-	pron	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:546.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2866	ἀναστένειν	ἀναστένω	7	v--pna---	verb	-	-	present	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:546.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2867	πόθεν	πόθεν	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:547.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2868	τὸ	ὁ	2	l-s---nn-	article	-	singular	-	-	-	neuter	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:547.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2869	δύσφρον	δύσφρων	3	a-s---nn-	adjective	-	singular	-	-	-	neuter	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:547.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2870	τοῦτ'	οὗτος	4	a-s---nn-	adjective	-	singular	-	-	-	neuter	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:547.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2871	ἐπῆν	ἔπειμι	5	v3siia---	verb	3rd	singular	imperfect	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:547.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2872	θυμῷ	θυμός	6	n-s---md-	noun	-	singular	-	-	-	masculine	dative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:547.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2873	στύγος	στύγος	7	n-s---nn-	noun	-	singular	-	-	-	neuter	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:547.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2874	;	;	8	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:547.8
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2875	πάλαι	πάλαι	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:548.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2876	τὸ	ὁ	2	l-s---na-	article	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:548.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2877	σιγᾶν	σιγάω	3	v--pna---	verb	-	-	present	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:548.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2878	φάρμακον	φάρμακος	4	n-s---ma-	noun	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:548.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2879	βλάβης	βλάβη	5	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:548.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2880	ἔχω	ἔχω	6	v1spia---	verb	1st	singular	present	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:548.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2881	.	.	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:548.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2882	καὶ	καί	1	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2883	πῶς	πῶς	2	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2884	;	;	3	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2885	ἀπόντων	ἄπειμι	1	v-pppamg-	verb	-	plural	present	participle	active	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2886	κοιράνων	κοίρανος	2	n-p---mg-	noun	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2887	ἔτρεις	τρέω	3	v2siia---	verb	2nd	singular	imperfect	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2888	τινάς	τις	4	p-p---ma-	pron	-	plural	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2889	;	;	5	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.8
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2890	ὡς	ὡς	1	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2891	νῦν	νῦν	2	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2892	,	,	3	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2893	τὸ	ὁ	4	l-s---nn-	article	-	singular	-	-	-	neuter	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2894	σὸν	σός	5	a-s---nn-	adjective	-	singular	-	-	-	neuter	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2895	δή	δή	6	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2896	,	,	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2897	καὶ	καί	8	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.8
urn:cite2:gagdt:tokens.v1:Aesch_Ag_2898	θανεῖν	θνήσκω	9	v--ana---	verb	-	-	aorist	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.9
